Estado,Year,tipo_energia,geracao
BRASIL,2014,Termelétrica,"157,810"
BRASIL,2013,Termelétrica,"157,810"
Rondônia,2013,Termelétrica,"1,241"
Acre,2013,Termelétrica,234
Amazonas,2013,Termelétrica,"8,522"
Roraima,2013,Termelétrica,151
Pará,2013,Termelétrica,"1,658"
Amapá,2013,Termelétrica,"1,221"
Tocantins,2013,Termelétrica,268
Maranhão,2013,Termelétrica,"8,102"
Piauí,2013,Termelétrica,138
Ceará,2013,Termelétrica,"8,041"
Rio G. do Norte,2013,Termelétrica,"2,494"
Paraíba,2013,Termelétrica,"1,700"
Pernambuco,2013,Termelétrica,"7,125"
Alagoas,2013,Termelétrica,813
Sergipe,2013,Termelétrica,216
Bahia,2013,Termelétrica,"9,608"
Minas Gerais,2013,Termelétrica,"7,951"
Espírito Santo,2013,Termelétrica,"6,364"
Rio de Janeiro,2013,Termelétrica,"33,539"
São Paulo,2013,Termelétrica,"27,839"
Paraná,2013,Termelétrica,"5,277"
Santa Catarina,2013,Termelétrica,"6,598"
Rio G. do Sul,2013,Termelétrica,"5,593"
Mato G. do Sul,2013,Termelétrica,"6,224"
Mato Grosso,2013,Termelétrica,"2,755"
Goiás,2013,Termelétrica,"4,137"
Distrito Federal,2013,Termelétrica,3
BRASIL,2013,Termelétrica,"116,066"
BRASIL,2012,Termelétrica,"116,066"
Rondônia,2012,Termelétrica,"1,692"
Acre,2012,Termelétrica,372
Amazonas,2012,Termelétrica,"8,296"
Roraima,2012,Termelétrica,108
Pará,2012,Termelétrica,"1,622"
Amapá,2012,Termelétrica,"1,308"
Tocantins,2012,Termelétrica,17
Maranhão,2012,Termelétrica,952
Piauí,2012,Termelétrica,80
Ceará,2012,Termelétrica,"2,446"
Rio G. do Norte,2012,Termelétrica,"1,940"
Paraíba,2012,Termelétrica,833
Pernambuco,2012,Termelétrica,"4,281"
Alagoas,2012,Termelétrica,731
Sergipe,2012,Termelétrica,186
Bahia,2012,Termelétrica,"7,121"
Minas Gerais,2012,Termelétrica,"6,938"
Espírito Santo,2012,Termelétrica,"4,936"
Rio de Janeiro,2012,Termelétrica,"24,668"
São Paulo,2012,Termelétrica,"22,818"
Paraná,2012,Termelétrica,"4,884"
Santa Catarina,2012,Termelétrica,"5,364"
Rio G. do Sul,2012,Termelétrica,"4,861"
Mato G. do Sul,2012,Termelétrica,"4,689"
Mato Grosso,2012,Termelétrica,"2,056"
Goiás,2012,Termelétrica,"2,863"
Distrito Federal,2012,Termelétrica,2
BRASIL,2012,Termelétrica,"85,060"
BRASIL,2011,Termelétrica,"85,060"
Rondônia,2011,Termelétrica,"2,313"
Acre,2011,Termelétrica,198
Amazonas,2011,Termelétrica,"7,544"
Roraima,2011,Termelétrica,114
Pará,2011,Termelétrica,"1,597"
Amapá,2011,Termelétrica,"1,008"
Tocantins,2011,Termelétrica,20
Maranhão,2011,Termelétrica,454
Piauí,2011,Termelétrica,30
Ceará,2011,Termelétrica,"1,271"
Rio G. do Norte,2011,Termelétrica,"1,253"
Paraíba,2011,Termelétrica,231
Pernambuco,2011,Termelétrica,"3,732"
Alagoas,2011,Termelétrica,829
Sergipe,2011,Termelétrica,162
Bahia,2011,Termelétrica,"5,222"
Minas Gerais,2011,Termelétrica,"5,320"
Espírito Santo,2011,Termelétrica,"4,406"
Rio de Janeiro,2011,Termelétrica,"15,965"
São Paulo,2011,Termelétrica,"17,994"
Paraná,2011,Termelétrica,"2,702"
Santa Catarina,2011,Termelétrica,"4,300"
Rio G. do Sul,2011,Termelétrica,"3,329"
Mato G. do Sul,2011,Termelétrica,"2,333"
Mato Grosso,2011,Termelétrica,337
Goiás,2011,Termelétrica,"2,397"
Distrito Federal,2011,Termelétrica,2
BRASIL,2023,Bagaço de Cana,"36,532"
Rondônia,2023,Bagaço de Cana,0
Acre,2023,Bagaço de Cana,0
Amazonas,2023,Bagaço de Cana,16
Roraima,2023,Bagaço de Cana,0
Pará,2023,Bagaço de Cana,40
Amapá,2023,Bagaço de Cana,0
Tocantins,2023,Bagaço de Cana,257
Maranhão,2023,Bagaço de Cana,14
Piauí,2023,Bagaço de Cana,85
Ceará,2023,Bagaço de Cana,0
Rio G. do Norte,2023,Bagaço de Cana,196
Paraíba,2023,Bagaço de Cana,277
Pernambuco,2023,Bagaço de Cana,891
Alagoas,2023,Bagaço de Cana,"1,016"
Sergipe,2023,Bagaço de Cana,118
Bahia,2023,Bagaço de Cana,38
Minas Gerais,2023,Bagaço de Cana,"5,055"
Espírito Santo,2023,Bagaço de Cana,77
Rio de Janeiro,2023,Bagaço de Cana,662
São Paulo,2023,Bagaço de Cana,"18,321"
Paraná,2023,Bagaço de Cana,"1,657"
Santa Catarina,2023,Bagaço de Cana,29
Rio G. do Sul,2023,Bagaço de Cana,0
Mato G. do Sul,2023,Bagaço de Cana,"3,722"
Mato Grosso,2023,Bagaço de Cana,596
Goiás,2023,Bagaço de Cana,"3,463"
Distrito Federal,2023,Bagaço de Cana,1
BRASIL,2023,Bagaço de Cana,"32,250"
BRASIL,2022,Bagaço de Cana,"32,250"
Rondônia,2022,Bagaço de Cana,0
Acre,2022,Bagaço de Cana,0
Amazonas,2022,Bagaço de Cana,14
Roraima,2022,Bagaço de Cana,0
Pará,2022,Bagaço de Cana,36
Amapá,2022,Bagaço de Cana,0
Tocantins,2022,Bagaço de Cana,230
Maranhão,2022,Bagaço de Cana,13
Piauí,2022,Bagaço de Cana,52
Ceará,2022,Bagaço de Cana,0
Rio G. do Norte,2022,Bagaço de Cana,175
Paraíba,2022,Bagaço de Cana,247
Pernambuco,2022,Bagaço de Cana,817
Alagoas,2022,Bagaço de Cana,810
Sergipe,2022,Bagaço de Cana,104
Bahia,2022,Bagaço de Cana,48
Minas Gerais,2022,Bagaço de Cana,"4,406"
Espírito Santo,2022,Bagaço de Cana,185
Rio de Janeiro,2022,Bagaço de Cana,596
São Paulo,2022,Bagaço de Cana,"15,988"
Paraná,2022,Bagaço de Cana,"1,504"
Santa Catarina,2022,Bagaço de Cana,24
Rio G. do Sul,2022,Bagaço de Cana,0
Mato G. do Sul,2022,Bagaço de Cana,"3,032"
Mato Grosso,2022,Bagaço de Cana,541
Goiás,2022,Bagaço de Cana,"3,430"
Distrito Federal,2022,Bagaço de Cana,0
BRASIL,2022,Bagaço de Cana,"34,342"
BRASIL,2021,Bagaço de Cana,"34,342"
Rondônia,2021,Bagaço de Cana,0
Acre,2021,Bagaço de Cana,0
Amazonas,2021,Bagaço de Cana,15
Roraima,2021,Bagaço de Cana,0
Pará,2021,Bagaço de Cana,38
Amapá,2021,Bagaço de Cana,0
Tocantins,2021,Bagaço de Cana,241
Maranhão,2021,Bagaço de Cana,13
Piauí,2021,Bagaço de Cana,54
Ceará,2021,Bagaço de Cana,0
Rio G. do Norte,2021,Bagaço de Cana,184
Paraíba,2021,Bagaço de Cana,263
Pernambuco,2021,Bagaço de Cana,856
Alagoas,2021,Bagaço de Cana,851
Sergipe,2021,Bagaço de Cana,128
Bahia,2021,Bagaço de Cana,50
Minas Gerais,2021,Bagaço de Cana,"4,679"
Espírito Santo,2021,Bagaço de Cana,196
Rio de Janeiro,2021,Bagaço de Cana,714
São Paulo,2021,Bagaço de Cana,"17,092"
Paraná,2021,Bagaço de Cana,"1,434"
Santa Catarina,2021,Bagaço de Cana,44
Rio G. do Sul,2021,Bagaço de Cana,0
Mato G. do Sul,2021,Bagaço de Cana,"3,245"
Mato Grosso,2021,Bagaço de Cana,584
Goiás,2021,Bagaço de Cana,"3,660"
Distrito Federal,2021,Bagaço de Cana,0
BRASIL,2021,Bagaço de Cana,"38,776"
BRASIL,2020,Bagaço de Cana,"38,776"
Rondônia,2020,Bagaço de Cana,0
Acre,2020,Bagaço de Cana,0
Amazonas,2020,Bagaço de Cana,17
Roraima,2020,Bagaço de Cana,0
Pará,2020,Bagaço de Cana,42
Amapá,2020,Bagaço de Cana,0
Tocantins,2020,Bagaço de Cana,271
Maranhão,2020,Bagaço de Cana,15
Piauí,2020,Bagaço de Cana,61
Ceará,2020,Bagaço de Cana,0
Rio G. do Norte,2020,Bagaço de Cana,193
Paraíba,2020,Bagaço de Cana,283
Pernambuco,2020,Bagaço de Cana,"1,026"
Alagoas,2020,Bagaço de Cana,939
Sergipe,2020,Bagaço de Cana,135
Bahia,2020,Bagaço de Cana,54
Minas Gerais,2020,Bagaço de Cana,"5,159"
Espírito Santo,2020,Bagaço de Cana,219
Rio de Janeiro,2020,Bagaço de Cana,798
São Paulo,2020,Bagaço de Cana,"19,410"
Paraná,2020,Bagaço de Cana,"1,780"
Santa Catarina,2020,Bagaço de Cana,56
Rio G. do Sul,2020,Bagaço de Cana,0
Mato G. do Sul,2020,Bagaço de Cana,"3,527"
Mato Grosso,2020,Bagaço de Cana,607
Goiás,2020,Bagaço de Cana,"4,184"
Distrito Federal,2020,Bagaço de Cana,0
BRASIL,2020,Bagaço de Cana,"36,827"
BRASIL,2019,Bagaço de Cana,"36,827"
Rondônia,2019,Bagaço de Cana,0
Acre,2019,Bagaço de Cana,0
Amazonas,2019,Bagaço de Cana,12
Roraima,2019,Bagaço de Cana,0
Pará,2019,Bagaço de Cana,30
Amapá,2019,Bagaço de Cana,0
Tocantins,2019,Bagaço de Cana,266
Maranhão,2019,Bagaço de Cana,11
Piauí,2019,Bagaço de Cana,60
Ceará,2019,Bagaço de Cana,0
Rio G. do Norte,2019,Bagaço de Cana,189
Paraíba,2019,Bagaço de Cana,253
Pernambuco,2019,Bagaço de Cana,931
Alagoas,2019,Bagaço de Cana,784
Sergipe,2019,Bagaço de Cana,125
Bahia,2019,Bagaço de Cana,46
Minas Gerais,2019,Bagaço de Cana,"4,830"
Espírito Santo,2019,Bagaço de Cana,208
Rio de Janeiro,2019,Bagaço de Cana,724
São Paulo,2019,Bagaço de Cana,"18,261"
Paraná,2019,Bagaço de Cana,"1,548"
Santa Catarina,2019,Bagaço de Cana,50
Rio G. do Sul,2019,Bagaço de Cana,0
Mato G. do Sul,2019,Bagaço de Cana,"3,757"
Mato Grosso,2019,Bagaço de Cana,585
Goiás,2019,Bagaço de Cana,"4,158"
Distrito Federal,2019,Bagaço de Cana,0
BRASIL,2019,Bagaço de Cana,"35,435"
BRASIL,2018,Bagaço de Cana,"35,435"
Rondônia,2018,Bagaço de Cana,0
Acre,2018,Bagaço de Cana,0
Amazonas,2018,Bagaço de Cana,12
Roraima,2018,Bagaço de Cana,0
Pará,2018,Bagaço de Cana,30
Amapá,2018,Bagaço de Cana,0
Tocantins,2018,Bagaço de Cana,261
Maranhão,2018,Bagaço de Cana,10
Piauí,2018,Bagaço de Cana,59
Ceará,2018,Bagaço de Cana,0
Rio G. do Norte,2018,Bagaço de Cana,186
Paraíba,2018,Bagaço de Cana,250
Pernambuco,2018,Bagaço de Cana,895
Alagoas,2018,Bagaço de Cana,771
Sergipe,2018,Bagaço de Cana,117
Bahia,2018,Bagaço de Cana,46
Minas Gerais,2018,Bagaço de Cana,"4,570"
Espírito Santo,2018,Bagaço de Cana,183
Rio de Janeiro,2018,Bagaço de Cana,615
São Paulo,2018,Bagaço de Cana,"17,738"
Paraná,2018,Bagaço de Cana,"1,517"
Santa Catarina,2018,Bagaço de Cana,61
Rio G. do Sul,2018,Bagaço de Cana,0
Mato G. do Sul,2018,Bagaço de Cana,"3,516"
Mato Grosso,2018,Bagaço de Cana,574
Goiás,2018,Bagaço de Cana,"4,026"
Distrito Federal,2018,Bagaço de Cana,0
BRASIL,2018,Bagaço de Cana,"35,655"
BRASIL,2017,Bagaço de Cana,"35,655"
Rondônia,2017,Bagaço de Cana,0
Acre,2017,Bagaço de Cana,0
Amazonas,2017,Bagaço de Cana,12
Roraima,2017,Bagaço de Cana,0
Pará,2017,Bagaço de Cana,3
Amapá,2017,Bagaço de Cana,0
Tocantins,2017,Bagaço de Cana,268
Maranhão,2017,Bagaço de Cana,11
Piauí,2017,Bagaço de Cana,29
Ceará,2017,Bagaço de Cana,0
Rio G. do Norte,2017,Bagaço de Cana,191
Paraíba,2017,Bagaço de Cana,252
Pernambuco,2017,Bagaço de Cana,942
Alagoas,2017,Bagaço de Cana,730
Sergipe,2017,Bagaço de Cana,136
Bahia,2017,Bagaço de Cana,47
Minas Gerais,2017,Bagaço de Cana,"4,711"
Espírito Santo,2017,Bagaço de Cana,53
Rio de Janeiro,2017,Bagaço de Cana,517
São Paulo,2017,Bagaço de Cana,"18,237"
Paraná,2017,Bagaço de Cana,"1,510"
Santa Catarina,2017,Bagaço de Cana,61
Rio G. do Sul,2017,Bagaço de Cana,0
Mato G. do Sul,2017,Bagaço de Cana,"3,381"
Mato Grosso,2017,Bagaço de Cana,589
Goiás,2017,Bagaço de Cana,"3,975"
Distrito Federal,2017,Bagaço de Cana,0
BRASIL,2017,Bagaço de Cana,"35,236"
BRASIL,2016,Bagaço de Cana,"35,236"
Rondônia,2016,Bagaço de Cana,0
Acre,2016,Bagaço de Cana,13
Amazonas,2016,Bagaço de Cana,8
Roraima,2016,Bagaço de Cana,0
Pará,2016,Bagaço de Cana,3
Amapá,2016,Bagaço de Cana,0
Tocantins,2016,Bagaço de Cana,255
Maranhão,2016,Bagaço de Cana,10
Piauí,2016,Bagaço de Cana,28
Ceará,2016,Bagaço de Cana,0
Rio G. do Norte,2016,Bagaço de Cana,182
Paraíba,2016,Bagaço de Cana,207
Pernambuco,2016,Bagaço de Cana,927
Alagoas,2016,Bagaço de Cana,793
Sergipe,2016,Bagaço de Cana,128
Bahia,2016,Bagaço de Cana,45
Minas Gerais,2016,Bagaço de Cana,"4,610"
Espírito Santo,2016,Bagaço de Cana,51
Rio de Janeiro,2016,Bagaço de Cana,350
São Paulo,2016,Bagaço de Cana,"18,228"
Paraná,2016,Bagaço de Cana,"1,575"
Santa Catarina,2016,Bagaço de Cana,51
Rio G. do Sul,2016,Bagaço de Cana,0
Mato G. do Sul,2016,Bagaço de Cana,"3,280"
Mato Grosso,2016,Bagaço de Cana,492
Goiás,2016,Bagaço de Cana,"4,000"
Distrito Federal,2016,Bagaço de Cana,0
BRASIL,2016,Bagaço de Cana,"34,163"
BRASIL,2015,Bagaço de Cana,"34,163"
Rondônia,2015,Bagaço de Cana,0
Acre,2015,Bagaço de Cana,13
Amazonas,2015,Bagaço de Cana,20
Roraima,2015,Bagaço de Cana,0
Pará,2015,Bagaço de Cana,102
Amapá,2015,Bagaço de Cana,0
Tocantins,2015,Bagaço de Cana,263
Maranhão,2015,Bagaço de Cana,11
Piauí,2015,Bagaço de Cana,29
Ceará,2015,Bagaço de Cana,9
Rio G. do Norte,2015,Bagaço de Cana,187
Paraíba,2015,Bagaço de Cana,159
Pernambuco,2015,Bagaço de Cana,976
Alagoas,2015,Bagaço de Cana,731
Sergipe,2015,Bagaço de Cana,187
Bahia,2015,Bagaço de Cana,46
Minas Gerais,2015,Bagaço de Cana,"4,301"
Espírito Santo,2015,Bagaço de Cana,52
Rio de Janeiro,2015,Bagaço de Cana,144
São Paulo,2015,Bagaço de Cana,"17,833"
Paraná,2015,Bagaço de Cana,"1,437"
Santa Catarina,2015,Bagaço de Cana,59
Rio G. do Sul,2015,Bagaço de Cana,0
Mato G. do Sul,2015,Bagaço de Cana,"3,488"
Mato Grosso,2015,Bagaço de Cana,492
Goiás,2015,Bagaço de Cana,"3,610"
Distrito Federal,2015,Bagaço de Cana,14
BRASIL,2015,Bagaço de Cana,"32,557"
BRASIL,2014,Bagaço de Cana,"32,557"
Rondônia,2014,Bagaço de Cana,0
Acre,2014,Bagaço de Cana,0
Amazonas,2014,Bagaço de Cana,0
Roraima,2014,Bagaço de Cana,0
Pará,2014,Bagaço de Cana,3
Amapá,2014,Bagaço de Cana,0
Tocantins,2014,Bagaço de Cana,269
Maranhão,2014,Bagaço de Cana,11
Piauí,2014,Bagaço de Cana,30
Ceará,2014,Bagaço de Cana,0
Rio G. do Norte,2014,Bagaço de Cana,192
Paraíba,2014,Bagaço de Cana,163
Pernambuco,2014,Bagaço de Cana,903
Alagoas,2014,Bagaço de Cana,888
Sergipe,2014,Bagaço de Cana,190
Bahia,2014,Bagaço de Cana,47
Minas Gerais,2014,Bagaço de Cana,"3,803"
Espírito Santo,2014,Bagaço de Cana,54
Rio de Janeiro,2014,Bagaço de Cana,148
São Paulo,2014,Bagaço de Cana,"17,724"
Paraná,2014,Bagaço de Cana,"1,466"
Santa Catarina,2014,Bagaço de Cana,33
Rio G. do Sul,2014,Bagaço de Cana,0
Mato G. do Sul,2014,Bagaço de Cana,"2,642"
Mato Grosso,2014,Bagaço de Cana,495
Goiás,2014,Bagaço de Cana,"3,498"
Distrito Federal,2014,Bagaço de Cana,0
BRASIL,2014,Bagaço de Cana,"29,876"
BRASIL,2013,Bagaço de Cana,"29,876"
Rondônia,2013,Bagaço de Cana,0
Acre,2013,Bagaço de Cana,0
Amazonas,2013,Bagaço de Cana,55
Roraima,2013,Bagaço de Cana,0
Pará,2013,Bagaço de Cana,6
Amapá,2013,Bagaço de Cana,0
Tocantins,2013,Bagaço de Cana,267
Maranhão,2013,Bagaço de Cana,8
Piauí,2013,Bagaço de Cana,29
Ceará,2013,Bagaço de Cana,0
Rio G. do Norte,2013,Bagaço de Cana,190
Paraíba,2013,Bagaço de Cana,162
Pernambuco,2013,Bagaço de Cana,870
Alagoas,2013,Bagaço de Cana,749
Sergipe,2013,Bagaço de Cana,189
Bahia,2013,Bagaço de Cana,47
Minas Gerais,2013,Bagaço de Cana,"3,158"
Espírito Santo,2013,Bagaço de Cana,80
Rio de Janeiro,2013,Bagaço de Cana,175
São Paulo,2013,Bagaço de Cana,"16,384"
Paraná,2013,Bagaço de Cana,"1,300"
Santa Catarina,2013,Bagaço de Cana,14
Rio G. do Sul,2013,Bagaço de Cana,0
Mato G. do Sul,2013,Bagaço de Cana,"2,611"
Mato Grosso,2013,Bagaço de Cana,483
Goiás,2013,Bagaço de Cana,"3,099"
Distrito Federal,2013,Bagaço de Cana,0
BRASIL,2013,Bagaço de Cana,"25,066"
BRASIL,2012,Bagaço de Cana,
Rondônia,2012,Bagaço de Cana,
Acre,2012,Bagaço de Cana,
Amazonas,2012,Bagaço de Cana,
Roraima,2012,Bagaço de Cana,
Pará,2012,Bagaço de Cana,
Amapá,2012,Bagaço de Cana,
Tocantins,2012,Bagaço de Cana,
Maranhão,2012,Bagaço de Cana,
Piauí,2012,Bagaço de Cana,
Ceará,2012,Bagaço de Cana,
Rio G. do Norte,2012,Bagaço de Cana,
Paraíba,2012,Bagaço de Cana,
Pernambuco,2012,Bagaço de Cana,
Alagoas,2012,Bagaço de Cana,
Sergipe,2012,Bagaço de Cana,
Bahia,2012,Bagaço de Cana,
Minas Gerais,2012,Bagaço de Cana,
Espírito Santo,2012,Bagaço de Cana,
Rio de Janeiro,2012,Bagaço de Cana,
São Paulo,2012,Bagaço de Cana,
Paraná,2012,Bagaço de Cana,
Santa Catarina,2012,Bagaço de Cana,
Rio G. do Sul,2012,Bagaço de Cana,
Mato G. do Sul,2012,Bagaço de Cana,
Mato Grosso,2012,Bagaço de Cana,
Goiás,2012,Bagaço de Cana,
Distrito Federal,2012,Bagaço de Cana,
BRASIL,2011,Bagaço de Cana,"22,240"
Rondônia,2011,Bagaço de Cana,0
Acre,2011,Bagaço de Cana,1
Amazonas,2011,Bagaço de Cana,2
Roraima,2011,Bagaço de Cana,0
Pará,2011,Bagaço de Cana,37
Amapá,2011,Bagaço de Cana,0
Tocantins,2011,Bagaço de Cana,20
Maranhão,2011,Bagaço de Cana,30
Piauí,2011,Bagaço de Cana,29
Ceará,2011,Bagaço de Cana,30
Rio G. do Norte,2011,Bagaço de Cana,155
Paraíba,2011,Bagaço de Cana,207
Pernambuco,2011,Bagaço de Cana,858
Alagoas,2011,Bagaço de Cana,771
Sergipe,2011,Bagaço de Cana,138
Bahia,2011,Bagaço de Cana,77
Minas Gerais,2011,Bagaço de Cana,"2,697"
Espírito Santo,2011,Bagaço de Cana,83
Rio de Janeiro,2011,Bagaço de Cana,56
São Paulo,2011,Bagaço de Cana,"12,159"
Paraná,2011,Bagaço de Cana,"1,254"
Santa Catarina,2011,Bagaço de Cana,3
Rio G. do Sul,2011,Bagaço de Cana,20
Mato G. do Sul,2011,Bagaço de Cana,"1,310"
Mato Grosso,2011,Bagaço de Cana,222
Goiás,2011,Bagaço de Cana,"2,083"
Distrito Federal,2011,Bagaço de Cana,0
BRASIL,2023,Lenha,"2,206"
Rondônia,2023,Lenha,5
Acre,2023,Lenha,3
Amazonas,2023,Lenha,7
Roraima,2023,Lenha,0
Pará,2023,Lenha,29
Amapá,2023,Lenha,0
Tocantins,2023,Lenha,0
Maranhão,2023,Lenha,0
Piauí,2023,Lenha,0
Ceará,2023,Lenha,0
Rio G. do Norte,2023,Lenha,0
Paraíba,2023,Lenha,0
Pernambuco,2023,Lenha,0
Alagoas,2023,Lenha,0
Sergipe,2023,Lenha,2
Bahia,2023,Lenha,81
Minas Gerais,2023,Lenha,128
Espírito Santo,2023,Lenha,98
Rio de Janeiro,2023,Lenha,89
São Paulo,2023,Lenha,238
Paraná,2023,Lenha,481
Santa Catarina,2023,Lenha,437
Rio G. do Sul,2023,Lenha,53
Mato G. do Sul,2023,Lenha,160
Mato Grosso,2023,Lenha,376
Goiás,2023,Lenha,20
Distrito Federal,2023,Lenha,0
BRASIL,2023,Lenha,"2,239"
BRASIL,2022,Lenha,"2,239"
Rondônia,2022,Lenha,6
Acre,2022,Lenha,3
Amazonas,2022,Lenha,53
Roraima,2022,Lenha,172
Pará,2022,Lenha,30
Amapá,2022,Lenha,0
Tocantins,2022,Lenha,0
Maranhão,2022,Lenha,0
Piauí,2022,Lenha,0
Ceará,2022,Lenha,0
Rio G. do Norte,2022,Lenha,0
Paraíba,2022,Lenha,0
Pernambuco,2022,Lenha,0
Alagoas,2022,Lenha,0
Sergipe,2022,Lenha,2
Bahia,2022,Lenha,70
Minas Gerais,2022,Lenha,101
Espírito Santo,2022,Lenha,91
Rio de Janeiro,2022,Lenha,92
São Paulo,2022,Lenha,253
Paraná,2022,Lenha,427
Santa Catarina,2022,Lenha,456
Rio G. do Sul,2022,Lenha,32
Mato G. do Sul,2022,Lenha,120
Mato Grosso,2022,Lenha,319
Goiás,2022,Lenha,13
Distrito Federal,2022,Lenha,0
BRASIL,2022,Lenha,"2,224"
BRASIL,2021,Lenha,"2,224"
Rondônia,2021,Lenha,6
Acre,2021,Lenha,8
Amazonas,2021,Lenha,0
Roraima,2021,Lenha,0
Pará,2021,Lenha,48
Amapá,2021,Lenha,0
Tocantins,2021,Lenha,0
Maranhão,2021,Lenha,0
Piauí,2021,Lenha,0
Ceará,2021,Lenha,0
Rio G. do Norte,2021,Lenha,0
Paraíba,2021,Lenha,0
Pernambuco,2021,Lenha,0
Alagoas,2021,Lenha,0
Sergipe,2021,Lenha,8
Bahia,2021,Lenha,95
Minas Gerais,2021,Lenha,162
Espírito Santo,2021,Lenha,96
Rio de Janeiro,2021,Lenha,92
São Paulo,2021,Lenha,287
Paraná,2021,Lenha,534
Santa Catarina,2021,Lenha,484
Rio G. do Sul,2021,Lenha,21
Mato G. do Sul,2021,Lenha,64
Mato Grosso,2021,Lenha,297
Goiás,2021,Lenha,23
Distrito Federal,2021,Lenha,0
BRASIL,2021,Lenha,"2,362"
BRASIL,2020,Lenha,"2,362"
Rondônia,2020,Lenha,6
Acre,2020,Lenha,7
Amazonas,2020,Lenha,55
Roraima,2020,Lenha,0
Pará,2020,Lenha,61
Amapá,2020,Lenha,0
Tocantins,2020,Lenha,0
Maranhão,2020,Lenha,0
Piauí,2020,Lenha,0
Ceará,2020,Lenha,0
Rio G. do Norte,2020,Lenha,0
Paraíba,2020,Lenha,0
Pernambuco,2020,Lenha,0
Alagoas,2020,Lenha,0
Sergipe,2020,Lenha,9
Bahia,2020,Lenha,130
Minas Gerais,2020,Lenha,245
Espírito Santo,2020,Lenha,90
Rio de Janeiro,2020,Lenha,87
São Paulo,2020,Lenha,277
Paraná,2020,Lenha,486
Santa Catarina,2020,Lenha,505
Rio G. do Sul,2020,Lenha,18
Mato G. do Sul,2020,Lenha,67
Mato Grosso,2020,Lenha,276
Goiás,2020,Lenha,43
Distrito Federal,2020,Lenha,0
BRASIL,2020,Lenha,"2,274"
BRASIL,2019,Lenha,"2,274"
Rondônia,2019,Lenha,2
Acre,2019,Lenha,7
Amazonas,2019,Lenha,0
Roraima,2019,Lenha,0
Pará,2019,Lenha,77
Amapá,2019,Lenha,0
Tocantins,2019,Lenha,0
Maranhão,2019,Lenha,0
Piauí,2019,Lenha,0
Ceará,2019,Lenha,0
Rio G. do Norte,2019,Lenha,0
Paraíba,2019,Lenha,0
Pernambuco,2019,Lenha,0
Alagoas,2019,Lenha,0
Sergipe,2019,Lenha,8
Bahia,2019,Lenha,128
Minas Gerais,2019,Lenha,244
Espírito Santo,2019,Lenha,84
Rio de Janeiro,2019,Lenha,104
São Paulo,2019,Lenha,257
Paraná,2019,Lenha,474
Santa Catarina,2019,Lenha,553
Rio G. do Sul,2019,Lenha,19
Mato G. do Sul,2019,Lenha,61
Mato Grosso,2019,Lenha,211
Goiás,2019,Lenha,42
Distrito Federal,2019,Lenha,0
BRASIL,2019,Lenha,"2,360"
BRASIL,2018,Lenha,"2,360"
Rondônia,2018,Lenha,0
Acre,2018,Lenha,7
Amazonas,2018,Lenha,47
Roraima,2018,Lenha,0
Pará,2018,Lenha,73
Amapá,2018,Lenha,0
Tocantins,2018,Lenha,0
Maranhão,2018,Lenha,0
Piauí,2018,Lenha,0
Ceará,2018,Lenha,0
Rio G. do Norte,2018,Lenha,0
Paraíba,2018,Lenha,0
Pernambuco,2018,Lenha,0
Alagoas,2018,Lenha,0
Sergipe,2018,Lenha,8
Bahia,2018,Lenha,130
Minas Gerais,2018,Lenha,245
Espírito Santo,2018,Lenha,98
Rio de Janeiro,2018,Lenha,107
São Paulo,2018,Lenha,283
Paraná,2018,Lenha,482
Santa Catarina,2018,Lenha,586
Rio G. do Sul,2018,Lenha,19
Mato G. do Sul,2018,Lenha,63
Mato Grosso,2018,Lenha,170
Goiás,2018,Lenha,42
Distrito Federal,2018,Lenha,0
BRASIL,2018,Lenha,"2,037"
BRASIL,2017,Lenha,"2,037"
Rondônia,2017,Lenha,0
Acre,2017,Lenha,7
Amazonas,2017,Lenha,29
Roraima,2017,Lenha,0
Pará,2017,Lenha,114
Amapá,2017,Lenha,0
Tocantins,2017,Lenha,0
Maranhão,2017,Lenha,0
Piauí,2017,Lenha,0
Ceará,2017,Lenha,0
Rio G. do Norte,2017,Lenha,0
Paraíba,2017,Lenha,0
Pernambuco,2017,Lenha,0
Alagoas,2017,Lenha,0
Sergipe,2017,Lenha,8
Bahia,2017,Lenha,139
Minas Gerais,2017,Lenha,189
Espírito Santo,2017,Lenha,0
Rio de Janeiro,2017,Lenha,106
São Paulo,2017,Lenha,203
Paraná,2017,Lenha,422
Santa Catarina,2017,Lenha,485
Rio G. do Sul,2017,Lenha,19
Mato G. do Sul,2017,Lenha,48
Mato Grosso,2017,Lenha,224
Goiás,2017,Lenha,42
Distrito Federal,2017,Lenha,0
BRASIL,2017,Lenha,"1,970"
BRASIL,2016,Lenha,"1,970"
Rondônia,2016,Lenha,0
Acre,2016,Lenha,7
Amazonas,2016,Lenha,0
Roraima,2016,Lenha,0
Pará,2016,Lenha,118
Amapá,2016,Lenha,0
Tocantins,2016,Lenha,0
Maranhão,2016,Lenha,0
Piauí,2016,Lenha,0
Ceará,2016,Lenha,0
Rio G. do Norte,2016,Lenha,0
Paraíba,2016,Lenha,0
Pernambuco,2016,Lenha,0
Alagoas,2016,Lenha,0
Sergipe,2016,Lenha,8
Bahia,2016,Lenha,120
Minas Gerais,2016,Lenha,175
Espírito Santo,2016,Lenha,99
